;Rainfall Data for Gage G1

07/01/2003
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.00788361
14,0.00788361
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.022584506
21,0.040610164
22,0.8851074179999999
23,0.22304909
24,0.040610164
25,0.0
26,0.0
27,0.00788361
28,0.040610164
29,0.040610164
30,0.022584506
31,0.00788361
32,0.022584506
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.00788361
59,0.0
60,0.0
61,0.0
62,0.06064071
63,0.19865452399999997
64,0.06064071
65,0.653250966
66,2.0
67,0.34743994
68,0.06064071
69,0.127214086
70,0.29730596800000003
71,0.00788361
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.022584506
85,0.272405926
86,0.272405926
87,0.06064071
88,0.19865452399999997
89,0.040610164
90,0.00788361
91,0.00788361
92,0.19865452399999997
93,0.247644544
94,0.06064071
95,0.022584506
96,0.00788361
97,0.10426765199999999
98,0.67894827
99,0.499598654
100,0.730399482
101,1.091943468
102,0.44865855600000004
103,0.040610164
104,0.040610164
105,0.0
106,0.0
107,0.0
108,0.0
109,0.06064071
110,0.29730596800000003
111,0.704664992
112,0.704664992
113,0.22304909
114,0.10426765199999999
115,0.10426765199999999
116,0.22304909
117,0.00788361
118,0.0
119,0.0
120,0.040610164
121,0.19865452399999997
122,0.525130214
123,0.17450644
124,0.081992848
125,0.00788361
126,0.0
127,0.127214086
128,0.0
129,0.00788361
130,0.0
131,0.0
132,0.00788361
133,0.00788361
134,0.022584506
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.00788361
142,0.00788361
143,0.0
144,0.0
